bid;bname;blang;auth_id;auth_name;sid;sub;cat
45091;Frühlings Erwachen: Eine Kindertragödie;de;3943;Wedekind, Frank;4591;Drama;LCSH
45600;Almansor: Eine Tragödie;de;21085;Pissin, Raimund;4591;Drama;LCSH
40165;Die Versuchung: Ein Gespräch des Dichters mit dem Erzengel und Luzifer;de;9951;Werfel, Franz;5215;Drama;LCSH
43570;Der jüngste Tag: Ein groteskes Spiel;de;23568;Matthias, Leo;5215;Drama;LCSH
46919;Die Höhe des Gefühls: Ein Akt;de;4028;Brod, Max;5215;Drama;LCSH
31218;Flöten und Dolche: Novellen;de;1811;Mann, Heinrich;2473;Fiction;LCSH
32008;Deutscher Mondschein;de;5604;Raabe, Wilhelm;2473;Fiction;LCSH
34265;Das Anjekind: Eine Erzählung;de;2651;Bonsels, Waldemar;2473;Fiction;LCSH
34374;Ulrike: Eine Erzählung;de;6833;Sternheim, Carl;2473;Fiction;LCSH
34694;Der Rubin;de;3127;Sack, Gustav;2473;Fiction;LCSH
34696;Die Verdorrten;de;18644;Weiss, Ernst;2473;Fiction;LCSH
34782;Arnold Beer: Das Schicksal eines Juden;de;4028;Brod, Max;2473;Fiction;LCSH
34785;Der Sprung aus dem Fenster;de;2769;Otten, Karl;2473;Fiction;LCSH
34833;Der schwarze Baal: Novellen;de;8781;Zech, Paul;2473;Fiction;LCSH
35085;Frauen;de;715;Edschmid, Kasimir;2473;Fiction;LCSH
35435;Gehirne: Novellen;de;13692;Benn, Gottfried;2473;Fiction;LCSH
36779;Die Lobensteiner reisen nach Böhmen: Zwölf Novellen und Geschichten;de;17243;Döblin, Alfred;2473;Fiction;LCSH
36918;Die Schaffnerin; Die Mächtigen: Novellen;de;2201;Wassermann, Jakob;2473;Fiction;LCSH
37436;Verfall und Triumph, Zweiter Teil: Versuche in Prosa;de;5633;Becher, Johannes Robert;2473;Fiction;LCSH
38502;Hann Klüth: Roman;de;12774;Engel, Georg;2473;Fiction;LCSH
40771;Ingeborg;de;1804;Kellermann, Bernhard;2473;Fiction;LCSH
41318;Aïssé;de;12384;Starke, Ottomar;2473;Fiction;LCSH
41382;Claus Störtebecker;de;12774;Engel, Georg;2473;Fiction;LCSH
41882;Der Tor: Roman;de;1804;Kellermann, Bernhard;2473;Fiction;LCSH
42339;Das Meer: Roman;de;1804;Kellermann, Bernhard;2473;Fiction;LCSH
43333;Der 9. November: Roman;de;1804;Kellermann, Bernhard;2473;Fiction;LCSH
43339;Die Heiligen;de;1805;Zeller, Magnus;2473;Fiction;LCSH
43914;Das höllische Automobil: Novellen;de;14928;Bierbaum, Otto Julius;2473;Fiction;LCSH
44489;Der Tunnel: Roman;de;1804;Kellermann, Bernhard;2473;Fiction;LCSH
45635;Mnais und Ginevra;de;1811;Mann, Heinrich;2473;Fiction;LCSH
45936;Das grüne Gesicht: Ein Roman;de;1540;Meyrink, Gustav;2473;Fiction;LCSH
46270;Neid;de;13316;Wildenbruch, Ernst von;2473;Fiction;LCSH
46411;Die Chronik der Sperlingsgasse;de;5604;Raabe, Wilhelm;2473;Fiction;LCSH
46940;Stille Kämpfer: Roman;de;1732;Siebe, Josephine;2473;Fiction;LCSH
47140;Halbtier: Roman;de;9479;Böhlau, Helene;2473;Fiction;LCSH
47341;Das Schweigen im Walde: Roman;de;5379;Ganghofer, Ludwig;2473;Fiction;LCSH
48618;Der Klosterjaeger: Roman aus dem XIV. Jahrhundert;de;5379;Ganghofer, Ludwig;2473;Fiction;LCSH
39545;Die Colonie: Brasilianisches Lebensbild. Dritter Band;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
39565;In Purpurner Finsterniß Roman-Improvisation aus dem dreißigsten Jahrhundert;de;16643;Conrad, M. G. (Michael Georg);681;Fiction;LCSH
41585;Amerikanische Wald- und Strombilder. Zweiter Band.;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
44239;Unter Palmen und Buchen. Erster Band.Unter Buchen. Gesammelte Erzählungen.;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
44639;Der Junker von Denow; Ein Geheimnis; Ein Besuch; Auf dem Altenteil: Erzählungen;de;5604;Raabe, Wilhelm;681;Fiction;LCSH
45534;Unter Palmen und Buchen. Zweiter Band;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
45977;Eine Mutter Roman im Anschluß an »die Colonie«;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
46053;Der Kunstreiter, 1. Band;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
46061;Der Kunstreiter, 2. Band;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
46062;Der Kunstreiter, 3. Band;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
46368;Pfarre und Schule: Eine Dorfgeschichte. Erster Band.;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
46410;Pfarre und Schule: Eine Dorfgeschichte. Zweiter Band.;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
46442;Pfarre und Schule: Eine Dorfgeschichte. Dritter Band.;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
46465;Der Erbe: Roman. Dritter Band.;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
46504;Der Erbe: Roman. Zweiter Band.;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
46539;Der Erbe: Roman. Erster Band.;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
46561;Keltische Knochen/Gedelöcke: Erzählungen;de;5604;Raabe, Wilhelm;681;Fiction;LCSH
48036;Unter Palmen und Buchen. Dritter Band.;de;429;Gerstäcker, Friedrich;681;Fiction;LCSH
21053;An anthology of German literature;de;11905;Thomas, Calvin;2472;Literature;LCSH
36862;Nicht da, nicht dort;de;1731;Ehrenstein, Albert;2472;Literature;LCSH
36933;Zaubermärchen;de;1731;Ehrenstein, Albert;2472;Literature;LCSH
38506;Lesestücke;de;5987;Hardekopf, Ferdinand;2472;Literature;LCSH
39678;In Dingsda;de;1998;Schlaf, Johannes;2472;Literature;LCSH
40733;Frühling;de;1998;Schlaf, Johannes;2472;Literature;LCSH
42311;Eine Stunde hinter Mitternacht;de;730;Hesse, Hermann;2472;Literature;LCSH
43933;Visionen: Skizzen und Erzählungen;de;3504;Panizza, Oskar;2472;Literature;LCSH
46580;Geschichte des Prinzen Biribinker;de;17544;Schüddekopf, Carl;2472;Literature;LCSH
46908;Gott betet;de;19385;Lichnowsky, Mechtild;2472;Literature;LCSH
48097;Stille Welten: Neue Stimmungen aus Dingsda;de;1998;Schlaf, Johannes;2472;Literature;LCSH
47268;Alte Nester: Zwei Bücher Lebensgeschichten;de;5604;Raabe, Wilhelm;16863;Literature;LCSH
38402;Geschichten vom lieben Gott;de;1759;Rilke, Rainer Maria;1106;Literature;LCSH
38947;Der Teemeister;de;12821;Vischer, Melchior;1106;Literature;LCSH
40787;Bilder aus den Südvogesen;de;715;Edschmid, Kasimir;1106;Literature;LCSH
40789;Winter. Tage.;de;715;Edschmid, Kasimir;1106;Literature;LCSH
40790;Lolo;de;715;Edschmid, Kasimir;1106;Literature;LCSH
44610;Kobolz: Grotesken;de;3965;Reimann, Hans;1106;Literature;LCSH
46899;Dithyramben;de;17373;Goll, Yvan;1106;Literature;LCSH
47797;Nein und Ja: Roman;de;9984;Flake, Otto;1106;Literature;LCSH
32450;Über den Expressionismus in der Literatur und die neue Dichtung;de;715;Edschmid, Kasimir;11305;Literature;LCSH
35826;Die doppelköpfige Nymphe;de;715;Edschmid, Kasimir;11305;Literature;LCSH
22517;Deutsche Literaturgeschichte in einer Stunde;de;10571;Henschke, Alfred;4573;Literature;LCSH
38930;Elsbeth von Küssaberg;de;23287;Würtenberger, Karl Friedrich;25642;Literature;LCSH
26694;Der heilige Bürokrazius: Eine heitere Legende;de;3555;Greinz, Rudolf;2310;Humor and Comedy;LCSH
46882;Der Besuch im Carcer.;de;10294;Sundblad, Gustav;2310;Humor and Comedy;LCSH
47142;Kriminal-Sonette;de;16748;Szafranski, Kurt;2310;Humor and Comedy;LCSH
48425;Deutsche Humoristen, 3. Band (von 8);de;7481;Schmidt, Otto Ernst;2310;Humor and Comedy;LCSH
50681;Deutsche Humoristen, 6. Band (von 8)Humoristische Erzählungen;de;13292;Thoma, Ludwig;2310;Humor and Comedy;LCSH
52985;Deutsche Humoristen, 1. Band (von 8);de;15786;Vischer, Friedrich Theodor;2310;Humor and Comedy;LCSH
53459;Deutsche Humoristen, 7. Band (von 8);de;13292;Thoma, Ludwig;2310;Humor and Comedy;LCSH
19380;Anzeiger des Germanischen Nationalmuseums, Jg. 1900;de;7625;Bezold, Gustav von;4044;History;LCSH
39667;Vier Jahre Politischer Mord;de;15882;Gumbel, Emil Julius;18228;History;LCSH
14105;Im grünen Tann;de;3815;Achleitner, Arthur;4961;History;LCSH
14700;Die Menschen der Ehe;de;15223;Mackay, John Henry;4963;Fiction;LCSH
25721;Caspar Hauser; oder, Die Trägheit des Herzens, Roman;de;2201;Wassermann, Jakob;4963;Fiction;LCSH
19755;Gesammelte Abhandlungen III Vorträge, Reden und Schriften sozialpolitischen und verwandten Inhalts;de;8951;Abbe, Ernst;10805;Fiction;LCSH
3297;Schnock: ein niederländisches Gemälde;de;5044;Hebbel, Friedrich;1619;Fiction;LCSH
8916;Bulemanns Haus;de;1647;Storm, Theodor;1619;Fiction;LCSH
8925;Der Spiegel des Cyprianus;de;1647;Storm, Theodor;1619;Fiction;LCSH
8926;In St. Jürgen Novelle (1867);de;1647;Storm, Theodor;1619;Fiction;LCSH
13805;Todsünden;de;5178;Heiberg, Hermann;1619;Fiction;LCSH
18475;Nach Amerika! Ein Volksbuch. Erster Band;de;429;Gerstäcker, Friedrich;1619;Fiction;LCSH
20944;Nach Amerika! Ein Volksbuch. Zweiter Band.;de;1066;Reinhardt, Karl;1619;Fiction;LCSH
22123;Zum wilden Mann;de;5604;Raabe, Wilhelm;1619;Fiction;LCSH
22824;Der Wehrwolf Eine Bauernchronik;de;5916;Löns, Hermann;1619;Fiction;LCSH
23313;Tonio Kröger;de;5595;Mann, Thomas;1619;Fiction;LCSH
24212;Im Saal Novelle;de;1647;Storm, Theodor;1619;Fiction;LCSH
26686;Unterm Birnbaum;de;559;Fontane, Theodor;1619;Fiction;LCSH
38692;Tonio Kröger;de;5595;Mann, Thomas;1619;Fiction;LCSH
41320;Severins Gang in die Finsternis: Ein Prager Gespensterroman;de;12359;Leppin, Paul;1656;Ghost Stories;LCSH
42337;Die erste Stunde nach dem Tode: Eine Gespenstergeschichte;de;4028;Brod, Max;1656;Ghost Stories;LCSH
30237;Geschichte von England seit der Thronbesteigung Jakob's des Zweiten. Dritter Band;de;11189;Beseler, Wilhelm;140;History;LCSH
30331;Geschichte von England seit der Thronbesteigung Jakob's des Zweiten. Vierter Band;de;11189;Beseler, Wilhelm;140;History;LCSH
30793;Geschichte von England seit der Thronbesteigung Jakob's des Zweiten. Zweiter Band;de;11189;Beseler, Wilhelm;140;History;LCSH
31530;Geschichte von England seit der Thronbesteigung Jakob's des Zweiten. Erster Band enthaltend Kapitel 1 und 2;de;11189;Beseler, Wilhelm;140;History;LCSH
39562;Geschichte von England seit der Thronbesteigung Jakob's des Zweiten. Sechster Band: enthaltend Kapitel 11 und 12;de;11189;Beseler, Wilhelm;140;History;LCSH
44238;Das Bildnis des Dorian Gray;de;2513;Wilde, Oscar;3417;History;LCSH
23756;Geschichte Alexanders des Grossen;de;14011;Droysen, Johann Gustav;16243;History;LCSH
7206;Die Geburt der Tragödie: Versuch einer Selbstkritik;de;3333;Nietzsche, Friedrich Wilhelm;25791;History;LCSH
4080;Gyges und sein Ring;de;5044;Hebbel, Friedrich;13957;Drama;LCSH
24782;Der Dunkelgraf;de;8464;Bechstein, Ludwig;120;History;LCSH
43987;Die drei Sprünge des Wang-lun: Chinesischer Roman;de;17243;Döblin, Alfred;120;History;LCSH
39650;Das heilige Donnerwetter. Ein Blücherroman;de;3779;Paul, Adolf;120;History;LCSH
13657;Der Todesgruß der Legionen, 1. Band;de;5643;Samarow, Gregor;120;History;LCSH
13658;Der Todesgruß der Legionen, 2. Band;de;5643;Samarow, Gregor;120;History;LCSH
13659;Der Todesgruß der Legionen, 3. Band;de;5643;Samarow, Gregor;120;History;LCSH
15995;Salambo: Ein Roman aus Alt-Karthago;de;1486;Schurig, Arthur;120;History;LCSH
47175;Herrn de Charreards deutsche Kinder: Die Geschichte einer Familie;de;1732;Siebe, Josephine;120;History;LCSH
48127;Deutsche Jugend in schwerer Zeit;de;1732;Siebe, Josephine;120;History;LCSH
44136;Auszug aus der Alten, Mittleren und Neueren Geschichte;de;20906;Ploetz, Carl;23388;History;LCSH
23243;Mister Galgenstrick: und andere Humoresken;de;1333;Ettlinger, Karl;495;Humor and Comedy;LCSH
44246;Chitra: Ein Spiel in einem Aufzug;de;1734;Tagore, Rabindranath;19220;Drama;LCSH
44250;Der König der dunklen Kammer;de;1734;Tagore, Rabindranath;19220;Drama;LCSH
46174;Der Findling. Zweiter Band.;de;659;Verne, Jules;11221;Fiction;LCSH
46180;Der Findling. Erster Band.;de;659;Verne, Jules;11221;Fiction;LCSH
9802;Der Mann des Schicksals: Komödie in einem Akt;de;1657;Shaw, Bernard;4926;Drama;LCSH
3675;Die Versuchung des Pescara;de;3707;Meyer, Conrad Ferdinand;669;History;LCSH
9495;Die Hochzeit des Mönchs;de;3707;Meyer, Conrad Ferdinand;15519;History;LCSH
40564;Jeremias: Eine dramatische Dichtung in neun Bildern;de;3534;Zweig, Stefan;11448;Drama;LCSH
44197;Die Schädigung der Rasse;de;7657;Theilhaber, Felix A. (Felix Aaron);20598;History;LCSH
17007;Imaginäre Brücken: Studien und Aufsätze;de;2201;Wassermann, Jakob;1995;Literature;LCSH
49603;Moderne Geister: Literarische Bildnisse aus dem neunzehnten Jahrhundert;de;1028;Brandes, Georg;1581;History;LCSH
44366;Das Abendmahl im Zusammenhang;de;2511;Schweitzer, Albert;23384;History;LCSH
8895;Auf der Universität Lore;de;1647;Storm, Theodor;651;Romance;LCSH
8927;Auf dem Staatshof;de;1647;Storm, Theodor;651;Romance;LCSH
15736;Der Mann von vierzig Jahren;de;2201;Wassermann, Jakob;651;Romance;LCSH
20977;Im Sonnenschein Novelle;de;1647;Storm, Theodor;651;Romance;LCSH
23425;Die Kurtisane Jamaica;de;10576;Bethge, Hans;651;Romance;LCSH
24174;Am Glück vorbei;de;18927;Sudermann, Clara;651;Romance;LCSH
44956;Anna Karenina, 1. Band;de;1526;Tolstoy, Leo, graf;651;Romance;LCSH
44957;Anna Karenina, 2. Band;de;1526;Tolstoy, Leo, graf;651;Romance;LCSH
9491;Candida: Ein Mysterium in drei Akten;de;1657;Shaw, Bernard;444;Drama;LCSH
24820;Die Philippinen und ihre Bewohner Sechs Skizzen;de;19239;Semper, C. (Carl);21767;History;LCSH
47063;Sechs Jahre in Surinam;de;23849;Kappler, A. (August);26205;History;LCSH
44537;Das Leben Tolstois;de;22999;Herzog, Wilhelm;15363;History;LCSH
4371;Jenseits der Schriftkultur — Band 1;de;9775;Nadin, Mihai;11655;History;LCSH
4372;Jenseits der Schriftkultur — Band 2;de;9775;Nadin, Mihai;11655;History;LCSH
4373;Jenseits der Schriftkultur — Band 3;de;9775;Nadin, Mihai;11655;History;LCSH
4374;Jenseits der Schriftkultur — Band 4;de;9775;Nadin, Mihai;11655;History;LCSH
4375;Jenseits der Schriftkultur — Band 5;de;9775;Nadin, Mihai;11655;History;LCSH
49428;Die Träger des deutschen Idealismus;de;4173;Eucken, Rudolf;21884;History;LCSH
45937;Polnische Geschichte;de;4396;Brandenburger, Clemens;5659;History;LCSH
49928;Der kleine Ritter (Herr Wolodyjowski): Historischer Roman;de;958;Sienkiewicz, Henryk;20011;History;LCSH
8889;Aquis Submersus;de;1647;Storm, Theodor;2370;History;LCSH
53514;Die Welt auf Schienen;de;1793;Fürst, Artur;2559;History;LCSH
3060;Römische Geschichte — Band 1;de;1204;Mommsen, Theodor;2833;History;LCSH
3061;Römische Geschichte — Band 2;de;1204;Mommsen, Theodor;2833;History;LCSH
3062;Römische Geschichte — Band 3;de;1204;Mommsen, Theodor;2833;History;LCSH
3063;Römische Geschichte — Band 4;de;1204;Mommsen, Theodor;2833;History;LCSH
3064;Römische Geschichte — Band 5;de;1204;Mommsen, Theodor;2833;History;LCSH
39919;Petersburg;de;22447;Bely, Andrey;24824;History;LCSH
39623;Der Held unserer Zeit: Kaukasische Lebensbilder;de;21490;Boltz, August;17505;History;LCSH
22493;Ein Heiratsantrag: Scherz in einem Aufzug;de;320;Chekhov, Anton Pavlovich;6419;Drama;LCSH
22494;Der Bär: Groteske in einem Aufzug;de;320;Chekhov, Anton Pavlovich;6419;Drama;LCSH
46086;Der lebende Leichnam: Drama in sechs Akten (zwölf Bildern);de;1526;Tolstoy, Leo, graf;3349;Drama;LCSH
39175;Legenden und Geschichten;de;11010;Luther, Arthur;12975;Literature;LCSH
13452;Kontrovers-Predigt über H. Clauren und den Mann im Mond Gehalten vor dem deutschen Publikum in der Herbstmesse 1827;de;857;Hauff, Wilhelm;118;Satire;LCSH
19675;Herrn Mahlhubers Reiseabenteuer;de;429;Gerstäcker, Friedrich;118;Satire;LCSH
22355;Schelmuffskys wahrhaftige, kuriöse und sehr gefährliche Reisebeschreibung zu Wasser und zu Lande;de;1377;Fritz, Gottlieb;118;Satire;LCSH
47077;Der Amateursozialist: Roman;de;1657;Shaw, Bernard;118;Satire;LCSH
38126;Der Untertan;de;1811;Mann, Heinrich;11336;Satire;LCSH
18733;Die Italienische Plastik;de;12396;Bode, Wilhelm;14444;History;LCSH
49424;Die Schatzinsel: Roman;de;14671;Hoerschelmann, Rolf von;206;Adventure;LCSH
24523;Der Sozialismus einst und jetzt Streitfragen ;de;1506;Bernstein, Eduard;4657;History;LCSH
51567;Die Geschichte der Dampfmaschine bis James Watt;de;3378;Geitel, Max;14530;History;LCSH
39529;Geschichte der Neueren Deutschen Chirurgie;de;17019;Küster, Ernst Georg Ferdinand;19418;History;LCSH
46817;Die Schlüssel des Himmelreichs; oder, Sankt Peters Wanderung auf Erden;de;474;Strindberg, August;9366;Drama;LCSH
7500;Heidis Lehr- und Wanderjahre;de;567;Spyri, Johanna;9146;History;LCSH
7512;Heidi kann brauchen, was es gelernt hat;de;567;Spyri, Johanna;9146;History;LCSH
44049;Die Hessen und die andern deutschen Hilfstruppen im Kriege gross-britanniens gegen Amerika, 1776-1783;de;9630;Lowell, Edward J. (Edward Jackson);9719;History;LCSH
47054;Der Soldatenhandel deutscher Fürsten nach Amerika;de;17313;Kapp, Friedrich;9719;History;LCSH
40314;Yester und Li: Die Geschichte einer Sehnsucht;de;1804;Kellermann, Bernhard;1174;Romance;LCSH
29941;Zeitgemäßes über Krieg und Tod;de;203;Freud, Sigmund;4074;History;LCSH
35263;Menschen im Krieg;de;2665;Latzko, Andreas;26881;History;LCSH
35137;Der Tatbestand der Piraterie nach geltendem Völkerrecht;de;14160;Stiel, Paul;16397;History;LCSH
8298;Komik und Humor: Eine Psychologische-Ästhetische Untersuchung;de;13427;Lipps, Theodor;4384;History;LCSH
25048;Soldan's Geschichte der Hexenprozesse. Zweiter Band;de;15760;Heppe, Heinrich;8542;History;LCSH
14075;Die Frauenfrage;de;1423;Braun, Lily;8613;History;LCSH
42651;Henriette Goldschmidt: Ihr Leben und ihr Schaffen;de;1732;Siebe, Josephine;9630;History;LCSH
44830;Die neuesten Geschichtslügen;de;25178;Kanner, Heinrich;26158;History;LCSH
12075;Kriegsbüchlein für unsere Kinder;de;8994;Sapper, Agnes;8128;Literature;LCSH
35758;Nixchen. Ein Beitrag zur Psychologie der höheren Tochter;de;14890;Kahlenberg, Hans von;869;Fiction;LCSH
34811;Buddenbrooks: Verfall einer Familie;de;5595;Mann, Thomas;869;Fiction;LCSH
35328;Königliche Hoheit: Roman;de;5595;Mann, Thomas;869;Fiction;LCSH
17130;Das blaue Fenster: Novellen;de;8891;Salus, Hugo;869;Fiction;LCSH
19733;Das kleine Dummerle und andere Erzählungen;de;8994;Sapper, Agnes;869;Fiction;LCSH
17143;Der niegeküßte Mund: Drei Erzählungen;de;2201;Wassermann, Jakob;869;Fiction;LCSH
19611;Der goldene Spiegel: Erzählungen in einem Rahmen;de;2201;Wassermann, Jakob;869;Fiction;LCSH
11075;Der Mann im Nebel;de;;Falke, Gustav;;Fiction;
22465;Der Weihnachtsabend Eine Geistergeschichte;de;;Dickens, Charles;;Horror;
30165;Die Abenteuer Tom Sawyers;de;;Twain, Mark;;Adventure;
30628;Das rasende Leben: Zwei Novellen;de;;Edschmid, Kasimir;;Fiction;
30631;Die Colonie: Brasilianisches Lebensbild. Erster Band.;de;;Gerstäcker, Friedrich;;Fiction;
31001;Benno Stehkragen;de;;Ettlinger, Karl;;Fiction;
31145;Liljecronas Heimat;de;;Lagerlöf, Selma;;Fiction;
31164;Der violette Tod, und andere Novellen;de;;Meyrink, Gustav;;Fantasy;
31204;Peterchens Mondfahrt: Ein Märchenspiel;de;;Bassewitz, Gerdt von;;Fantasy;
31294;Ein Kampf um Rom: Historischer Roman. Erster Band;de;;Dahn, Felix;;History;
31527;Max Havelaar;de;;Multatuli;;Literature;
31658;Liebesgedichte;de;;Huch, Ricarda Octavia;;Romance;
31842;Der Schleier der Pierrette: Pantomime in drei Bildern;de;;Schnitzler, Arthur;;Drama;
31850;Der Tor und der Tod;de;;Hofmannsthal, Hugo von;;Drama;
32100;Melusine: Ein Liebesroman;de;;Wassermann, Jakob;;Fiction;
32391;Aus tiefem Schacht;de;;Zobeltitz, Fedor von;;Fiction;
32814;Sekunde durch Hirn: Ein unheimlich schnell rotierender Roman;de;;Vischer, Melchior;;Literature;
33017;Amerikanische Wald- und Strombilder. Erster Band.;de;;Gerstäcker, Friedrich;;Fiction;
33041;Unsichtbare Bande: Erzählungen;de;;Franzos, Marie;;Fiction;
33090;Ein Kampf um Rom: Historischer Roman. Zweiter Band;de;;Dahn, Felix;;History;
33326;Die Amazone;de;;Edschmid, Kasimir;;Fiction;
33328;Flaubert und die Herkunft des modernen Romans;de;;Mann, Heinrich;;History;
33329;Der Vater;de;;Mann, Heinrich;;Fiction;
33418;Die Entwicklung des Berliner Flaschenbiergeschäfts;de;;Stresemann, Gustav;;History;
33603;Eros und die Evangelien, aus den Notizen eines Vagabunden;de;;Bonsels, Waldemar;;Fiction;
33726;Die hauptsächlichsten Theorien der Geometrie;de;;Loria, Gino;;History;
5323;Effi Briest;de;;Fontane, Theodor;;Fiction;
4079;Agnes Bernauer;de;;Hebbel, Friedrich;;Drama;
5322;Woyzeck;de;;Büchner, Georg;;Drama;
6004;Helden;de;;Shaw, Bernard;;Drama;
6421;Angela Borgia;de;;Meyer, Conrad Ferdinand;;History;
6651;Immensee;de;;Storm, Theodor;;Fiction;
7068;Das Haidedorf;de;;Stifter, Adalbert;;Fiction;
8921;Waldwinkel;de;;Storm, Theodor;;Fiction;
8922;Viola Tricolor;de;;Storm, Theodor;;Fiction;
13810;Tristan;de;;Mann, Thomas;;Fiction;
19778;Alice's Abenteuer im Wunderland;de;;Carroll, Lewis;;Fantasy;
19790;Der Schimmelreiter;de;;Storm, Theodor;;History;
19791;Der Struwwelpeter;de;;Hoffmann, Heinrich;;Literature;
19971;Hansi;de;;Frohnmeyer, Ida;;Literature;
21115;Die Stufe Fragment einer Liebe;de;;Mann, Franziska;;Romance;
24266;Das Schönste von Max Dauthendey;de;;Dauthendey, Max;;Romance;
25530;Die Nymphe des Brunnens;de;;Fraungruber, Hans;;Fantasy;
28863;Der Dichter und das Phantasieren;de;;Freud, Sigmund;;Fantasy;
18551;Der Wendekreis - Erste Folge: Novellen;de;;Wassermann, Jakob;;Fiction;
18552;Der Wendekreis - Zweite Folge : Oberlins drei Stufen, Sturreganz;de;;Wassermann, Jakob;;Fiction;
24213;Marthe und ihre Uhr Novelle;de;;Storm, Theodor;;Fiction;
24214;Im Brauerhause Novelle;de;;Storm, Theodor;;Fiction;
46488;Emilia Gal;de;;Blom,E.J.;;Tragedies;
2407;Die Leiden des jungen Werthers - 1;de;;Goethe, Johann;;Fiction;
2408;Die Leiden des jungen Werthers - 2;de;;Goethe, Johann;;Fiction;
5072;Dantons Tod;de;;Georg B�chner;;Literature;
6079;Deutschland Ein Wintermarchen;de;;Heinrich Heine;;Literature;
6498;Kabale unde Liebe;de;;Friedrich Schiller;;Romance;
47804;Die Rauber;de;;Friedrich Schiller;;Fiction;
