bid;bname;blang;auth_id;auth_name;sid;sub;cat
30286;The Phantom Lover;en;370;Ayres| Ruby M.;370;Literary;
30302;The Benefactress;en;371;Arnim| Elizabeth Von;371;Literary;
30368;A Christmas Carol;en;987;Dickens, Charles;1656;Horror;LCSH
30376;The Snow-Image A Childish Miracle;en;14300;Waterman, Marcus A.;1138;Fantasy ;LCSH
30436;Hope Mills- Between Friend and Sweetheart;en;372;Douglas| Amanda M.;372;Literary;
30440;Byways of Ghost-Land;en;604;O'Donnell, Elliott;1656;Horror;LCSH
30448;The Lieutenant-Governor: A Novel;en;373;Carryl| Guy Wetmore;373;Literary;
30464;A Manifest Destiny;en;374;Magruder| Julia;374;Literary;
30466;Wild Oranges;en;375;Hergesheimer| Joseph;375;Literary;
30480;The Humors of Falconbridge;en;9686;Falconbridge;1083;wit and humor;LCSH
30483;Outside Inn;en;376;Kelley| Ethel M.;376;Literary;
30537;The Royal Book of Oz;en;1301;Thompson, Ruth Plumly;1138;Fantasy ;LCSH
30600;The Pines of Lory;en;378;Mitchell| John Ames;378;Literary;
30617;A Danish Parsonage;en;379;Vicary| John Fulford;379;Literary;
30618;Wings of the Wind;en;380;Harris| Credo Fitch;380;Literary;
30627;In the Heart of a Fool;en;381;White| William Allen;381;Literary;
30640;Anything Once;en;382;Ostrander| Isabel;382;Literary;
30648;An Ocean Tramp;en;383;McFee| William;383;Literary;
30668;Daisy's Necklace- and What Came of It;en;384;Aldrich| Thomas Bailey;384;Literary;
30690;The Casual Ward: Academic and Other Oddments;en;5440;Godley, A. D. (Alfred Denis);59;wit and humor;LCSH
30692;Sir Tom;en;385;Oliphant| Mrs.;385;Literary;
30704;The Record of Nicholas Freydon - An Autobiography;en;386;Dawson| A. J.;386;Literary;
30713;Captain Pott's Minister;en;387;Cooper| Francis L.;387;Literary;
30724;Absolution;en;388;Viebig| Clara;388;Literary;
30733;The Fate of Felix Brand;en;389;Kelly| Florence Finch;389;Literary;
30736;Clark's Field;en;390;Herrick| Robert;390;Literary;
30776;Materials and Methods of Fiction - With an Introduction by Brander Matthews;en;391;Hamilton| Clayton Meeker;391;Literary;
30817;The Beggar Man;en;392;Ayres| Ruby M.;392;Literary;
30838;Ashton-Kirk- Criminologist;en;393;McIntyre| John Thomas;393;Detective and Mystery;
30852;The Tin Woodman of Oz;en;1302;Neill, John R. (John Rea);1138;Fantasy ;LCSH
30970;Miss Cayley's Adventures;en;282;Allen, Grant;85;Detective and mystery ;LCSH
30980;Kidnapped at the Altar- The Romance of that Saucy Jessie Bain;en;394;Libbey| Laura Jean;394;Sea and Adventure;
31004;Ten Thousand a-Year. Volume 1.;en;395;Warren| Samuel;395;Literary;
31019;Four Ghost Stories;en;98;Molesworth, Mrs.;239;Horror;LCSH
31021;The Bandbox;en;3369;Keller, Arthur Ignatius;85;Detective and mystery ;LCSH
31083;The Recipe for Diamonds;en;396;Hyne| Charles John Cutcliffe Wright;396;Sea and Adventure;
31112;The Scarlet Stigma: A Drama in Four Acts;en;19186;Smith, James Edgar;8938;Romance fiction;LCSH
31138;The So-called Human Race;en;701;Taylor, Bert Leston;1083;wit and humor;LCSH
31228;The House by the Lock;en;6;Williamson, A. M. (Alice Muriel);85;Detective and mystery ;LCSH
31241;Aliens;en;397;McFee| William;397;Literary;
31278;The History of Freedom, and Other Essays;en;10970;Acton, John Emerich Edward Dalberg Acton, Baron;232;History;LCSH
31471;The Girl in the Mirror;en;6468;Meylan, Paul Julian;85;Detective and mystery ;LCSH
31506;The Sweet Girl Graduates: A Farce in Three Acts and an Epilogue;en;13886;Woodman, H. Rea (Hannah Rea);351;Drama;LCSH
31561;Cupid's Middleman;en;398;Lent| Edward B.;398;Literary;
31563;Walladmor- Vol. 1 (of 2) - Freely Translated into German from the English of Sir Walter Scott. And Now Freely Translated from the German into English.;en;399;Alexis| Willibald;399;Literary;
31568;Walladmor- Vol. 2 (of 2) - Freely Translated into German from the English of Sir Walter Scott. And Now Freely Translated from the German into English.;en;400;Alexis| Willibald;400;Literary;
31578;Room Number 3- and Other Detective Stories;en;401;Green| Anna Katharine;401;Detective and Mystery;
31635;The Silent Barrier;en;2488;Tracy, Louis;85;Detective and mystery ;LCSH
31655;A Daughter of the Forest;en;1023;Raymond, Evelyn;85;Detective and mystery ;LCSH
31668;The Serapion Brethren- Vol. II;en;402;Hoffmann| E. T. A.;402;Literary;
31700;Reflections of a Bachelor Girl;en;4310;Rowland, Helen;1083;wit and humor;LCSH
31813;Checkers: A Hard-luck Story;en;403;Blossom| Henry;403;Literary;
31820;The Serapion Brethren- Vol. I.;en;404;Hoffmann| E. T. A.;404;Literary;
31825;Portia- By Passions Rocked;en;405;Duchess|;405;Literary;
31860;The Red Symbol;en;8192;Yohn, F. C. (Frederick Coffay);85;Detective and mystery ;LCSH
31915;An Artist in Crime;en;406;Ottolengui| Rodrigues;406;Detective and Mystery;
31927;The Portal of Dreams;en;407;Buck| Charles Neville;407;Literary;
31984;A Life Sentence: A Novel;en;408;Sergeant| Adeline;408;Literary;
32042;Captain Macedoine's Daughter;en;409;McFee| William;409;Literary;
32082;A Rent In A Cloud;en;410;Lever| Charles James;410;Literary;
32094;The Patchwork Girl of Oz;en;1302;Neill, John R. (John Rea);1138;Fantasy ;LCSH
32114;Command;en;411;McFee| William;411;Sea and Adventure;
32115;Rose MacLeod;en;412;Brown| Alice;412;Literary;
32116;When the Cock Crows;en;413;Baily| Waldron;413;Literary;
32132;Long Live the King!;en;414;Boothby| Guy;414;Literary;
32274;The History and Records of the Elephant Club;en;23901;Underhill, Edward F. (Edward Fitch);1083;wit and humor;LCSH
32302;The Destroying Angel;en;3369;Keller, Arthur Ignatius;85;Detective and mystery ;LCSH
32424;Arthur O'Leary: His Wanderings And Ponderings In Many Lands;en;415;Lever| Charles James;415;Literary;
32425;Maurice Tiernay, Soldier of Fortune;en;9365;McCormick, A. D. (Arthur David);7299;Adventure;LCSH
32428;The Brightener;en;416;Williamson| A. M.| Williamson| C. N.;416;Literary;
32432;Fidelity: A Novel;en;953;Glaspell, Susan;883;Romance fiction;LCSH
32514;Pledged to the Dead;en;7563;Quinn, Seabury;1656;Horror;LCSH
32516;A Marriage at Sea;en;417;Russell| William Clark;417;Sea and Adventure;
32560;Gerald Fitzgerald- the Chevalier: A Novel;en;418;Viebig| Clara;418;Sea and Adventure;
32576;A Novelist on Novels;en;419;George| Walter Lionel;419;Literary;
32685;Cold Ghost;en;17249;Geier, Chester S.;1656;Horror;LCSH
32692;A Day's Ride: A Life's Romance;en;420;Lever| Charles James;420;Literary;
32693;That Boy Of Norcott's;en;421;Lever| Charles James;421;Literary;
32732;Jacob's Ladder;en;422;Oppenheim| E. Phillips;422;Detective and Mystery;
32742;The Auto Boys' Mystery;en;898;Braden, James A. (James Andrew);85;Detective and mystery ;LCSH
32757;Tried for Her Life - A Sequel to Cruel As the Grave;en;423;Southworth| Emma Dorothy Eliza Nevitte;423;Literary;
32826;Fairfax and His Pride: A Novel;en;424;Vorst| Marie Van;424;Literary;
32831;The Lost Door;en;21572;Quick, Dorothy;1656;Horror;LCSH
32840;One Of Them;en;425;Lever| Charles James;425;Literary;
32882;Lady Cassandra;en;426;Vaizey| Mrs. George de Horne;426;Literary;
32915;Sir Hilton's Sin;en;427;Fenn| George Manville;427;Literary;
32917;The Sapphire Cross;en;428;Fenn| George Manville;428;Literary;
32929;Thereby Hangs a Tale. Volume One;en;429;Fenn| George Manville;429;Literary;
32936;An Unknown Lover;en;430;Vaizey| Mrs. George de Horne;430;Literary;
33004;The Red Rat's Daughter;en;431;Boothby| Guy;431;Detective and Mystery;
33019;The Green God;en;432;Kummer| Frederic Arnold;432;Detective and Mystery;
33064;The Blind Man's Eyes;en;12873;MacHarg, William;85;Detective and mystery ;LCSH
33065;The Indian Drum;en;6045;Benda, Wladyslaw T. (Wladyslaw Theodore);85;Detective and mystery ;LCSH
33081;Sir Jasper Carew: His Life and Experience;en;433;Lever| Charles James;433;Literary;
33099;The Truth About Tristrem Varick: A Novel;en;434;Saltus| Edgar;434;Literary;
33195;Was It Right to Forgive? A Domestic Romance;en;435;Barr| Amelia E.;435;Literary;
33312;Faith and Unfaith: A Novel;en;436;Duchess|;436;Literary;
33361;Ozma of Oz;en;1302;Neill, John R. (John Rea);1138;Fantasy ;LCSH
33391;Bill Nye's Cordwood;en;4393;Nye, Bill;1083;wit and humor;LCSH
33401;The Little Schoolmaster Mark: A Spiritual Romance;en;437;Davis| Richard Harding;437;Literary;
33423;A Man in the Open;en;438;Pocock| Roger;438;Literary;
33468;Roland Cashel- Volume I (of II);en;439;Lever| Charles James;439;Literary;
33469;Roland Cashel- Volume II (of II);en;440;Lever| Charles James;440;Literary;
33482;The Furnace;en;441;Macaulay| Rose;441;Literary;
33490;The Gambler: A Novel;en;442;Thurston| Katherine Cecil;442;Literary;
33498;Bransford of Rainbow Range - Originally Published under the title of Bransford in Arcadia- The Little Eohippus;en;443;Rhodes| Eugene Manlove;443;Western Stories;
33556;The Fortunes Of Glencore;en;444;Lever| Charles James;444;Literary;
33565;The Bachelors: A Novel;en;445;Orcutt| William Dana;445;Literary;
33604;Tony Butler;en;446;Lever| Charles James;446;Literary;
33664;Norine's Revenge- and- Sir Noel's Heir;en;447;Fleming| May Agnes;447;Literary;
33688;Tales of the Wonder Club, Volume I;en;2967;Halidom, M. Y.;1656;Horror;LCSH
33695;X Y Z: A Detective Story;en;448;Green| Anna Katharine;448;Detective and Mystery;
33715;The Cottage of Delight: A Novel;en;449;Harben| Will N.;449;Literary;
33747;An Engagement of Convenience: A Novel;en;450;Zangwill| Louis;450;Literary;
33759;The Key to Yesterday;en;451;Buck| Charles Neville;451;Literary;
33770;Impertinent Poems;en;5085;Cooke, Edmund Vance;1083;wit and humor;LCSH
33780;The Haunted Pajamas;en;452;Elliott| Francis Perry;452;Literary;
33853;Jessica Trent: Her Life on a Ranch;en;1023;Raymond, Evelyn;85;Detective and mystery ;LCSH
33867;King of Camargue;en;453;Aicard| Jean;453;Literary;
33878;At the Ghost Hour. The House of the Unbelieving Thomas;en;13999;Morse, Alice C. (Alice Cordelia);1656;Horror;LCSH
33892;Regina- or the Sins of the Fathers;en;454;Sudermann| Hermann;454;Literary;
33907;One-Act Plays by Modern Authors;en;9907;Cohen, Helen Louise;351;Drama;LCSH
33909;The School by the Sea;en;4521;Brazil, Angela;85;Detective and mystery ;LCSH
33918;Mr. Punch with the Children;en;27;Hammerton, John Alexander, Sir;59;wit and humor;LCSH
33945;The Unknown Sea;en;455;Housman| Clemence;455;Allegories;
33959;The Reclaimers;en;456;McCarter| Margaret Hill;456;Literary;
33971;Witching Hill;en;36;Hornung, E. W. (Ernest William);85;Detective and mystery ;LCSH
33973;The Mysterious Wanderer- Vol. I;en;457;Reeve| Sophia;457;Literary;
33986;Comic Tragedies;en;20885;Pratt, Anna Bronson Alcott;3326;Drama;LCSH
33989;Love Works Wonders: A Novel;en;458;Brame| Charlotte M.;458;Literary;
34004;Yolanda of Cyprus;en;2006;Rice, Cale Young;351;Drama;LCSH
34009;Stranded in Arcady;en;6533;Lynde, Francis;85;Detective and mystery ;LCSH
34017;Deep Moat Grange;en;4052;Crockett, S. R. (Samuel Rutherford);85;Detective and mystery ;LCSH
34034;The Beloved Traitor;en;459;Packard| Frank L.;459;Literary;
34035;The Hillman;en;460;Oppenheim| E. Phillips;460;Detective and Mystery;
34046;Whispering Wires;en;461;Leverage| Henry;461;Detective and Mystery;
34055;Charles Di Tocca: A Tragedy;en;2006;Rice, Cale Young;351;Drama;LCSH
34086;The Ifs of History;en;1838;Chamberlin, Joseph Edgar;232;History;LCSH
34088;A Poached Peerage;en;462;Magnay| Sir William;462;Literary;
34138;Lady Maude's Mania;en;463;Fenn| George Manville;463;Literary;
34140;A Double Knot;en;464;Fenn| George Manville;464;Literary;
34142;By Birth a Lady;en;465;Fenn| George Manville;465;Literary;
34166;Capricious Caroline;en;467;Rowlands| Effie Adelaide;467;Literary;
34168;Zula;en;468;Lindley| H. Esselstyn;468;Literary;
34196;Porzia;en;2006;Rice, Cale Young;351;Drama;LCSH
34202;The Girl From Tim's Place;en;469;Munn| Charles Clark;469;Literary;
34244;The Star-Gazers;en;470;Fenn| George Manville;470;Literary;
34246;Of High Descent;en;471;Fenn| George Manville;471;Literary;
34248;The Man with a Shadow;en;472;Fenn| George Manville;472;Literary;
34277;A Mysterious Disappearance;en;473;Tracy| Louis;473;Detective and Mystery;
34323;The Samurai Strategy;en;2548;Hoover, Thomas;85;Detective and mystery ;LCSH
34339;The Princess and the Goblin;en;2020;Smith, Jessie Willcox;1138;Fantasy ;LCSH
34395;Ghost Beyond the Gate;en;1045;Wirt, Mildred A. (Mildred Augustine);1656;Horror;LCSH
34402;Phases of an Inferior Planet;en;474;Glasgow| Ellen Anderson Gholson;474;Literary;
34415;For the Allinson Honor;en;475;Bindloss| Harold;475;Literary;
34428;Alas! A Novel;en;476;Broughton| Rhoda;476;Literary;
34482;The Rosery Folk;en;477;Fenn| George Manville;477;Literary;
34492;The Master of the Ceremonies;en;424;Fenn, George Manville;85;Detective and mystery ;LCSH
34500;The Gold Brick;en;478;Stephens| Ann S.;478;Literary;
34567;Paradise Bend;en;479;White| William Patterson;479;Western Stories;
34575;The Triumph of Virginia Dale;en;480;Francis| John;480;Literary;
34587;Mrs. Halliburton's Troubles;en;481;Trevena| John;481;Literary;
34598;Through Night to Light: A Novel;en;482;Spielhagen| Friedrich;482;Literary;
34599;What the Swallow Sang: A Novel;en;483;Spielhagen| Friedrich;483;Literary;
34609;King of the Castle;en;484;Fenn| George Manville;484;Literary;
34616;Barren Honour: A Novel;en;485;Lawrence| George A.;485;Literary;
34619;The Gateless Barrier;en;486;Malet| Lucas;486;Ghost and Horror;
34628;I- Thou- and the Other One: A Love Story;en;487;Barr| Amelia E.;487;Love and Romance;
34657;The Breaking of the Storm- Vol. I.;en;489;Spielhagen| Friedrich;489;Literary;
34658;The Breaking of the Storm- Vol. II.;en;490;Spielhagen| Friedrich;490;Literary;
34659;The Breaking of the Storm- Vol. III.;en;491;Spielhagen| Friedrich;491;Literary;
34662;Willing to Die: A Novel;en;492;Fanu| Joseph Sheridan Le;492;Literary;
34663;Commodore Junk;en;493;Fenn| George Manville;493;Literary;
34664;The Mynns' Mystery;en;494;Fenn| George Manville;494;Detective and Mystery;
34676;Mr. Punch's Country Life: Humours of Our Rustics;en;27;Hammerton, John Alexander, Sir;59;wit and humor;LCSH
34709;The Man with the Double Heart;en;495;Hine| Muriel;495;Literary;
34710;One of My Sons;en;496;Green| Anna Katharine;496;Detective and Mystery;
34738;The Ivory Gate- a new edition;en;497;Besant| Walter;497;Literary;
34748;Problematic Characters: A Novel;en;498;Spielhagen| Friedrich;498;Literary;
34770;Told by the Death's Head: A Romantic Tale;en;17797;Boggs, Sara Elisabeth Siegrist;199;Adventure;LCSH
34794;Englefield Grange- Mary Armstrong's Troubles;en;499;Paull| Mrs. H. B.;499;Literary;
34797;The Man from Archangel, and Other Tales of Adventure;en;938;Doyle, Arthur Conan;7299;Adventure;LCSH
34817;Tales of the Wonder Club, Volume II;en;2967;Halidom, M. Y.;1656;Horror;LCSH
34835;The Pagan's Cup;en;500;Abbott| Eleanor Hallowell;500;Detective and Mystery;
34932;Mystery and Confidence: A Tale. Vol. 1;en;502;Pinchard| Elizabeth Sibthorpe;502;Literary;
34970;Pierre or The Ambiguities;en;25;Herman Melville;;;
34988;The Professor's Mystery;en;14452;Hooker, Brian;85;Detective and mystery ;LCSH
34999;The Count of Nideck - adapted from the French of Erckmann-Chartrian;en;507;Erckmann-Chatrian| | Fiske| Ralph Browning;507;Literary;
35003;The House in the Mist;en;508;Green| Anna Katharine;508;Detective and Mystery;
35012;A Search For A Secret: A Novel. Vol. 1;en;39;Henty, G. A. (George Alfred);85;Detective and mystery ;LCSH
35027;Mr. Punch's Railway Book;en;21835;May, Phil;59;wit and humor;LCSH
35038;The Carleton Case;en;509;Clark| Ellery H.;509;Literary;
35057;Dilemmas of Pride- (Vol 2 of 3);en;510;Loudon| Mrs.;510;Literary;
35058;Dilemmas of Pride- (Vol 3 of 3);en;511;Loudon| Mrs.;511;Literary;
35077;Girl Alone;en;512;Austin| Anne;512;Literary;
35078;The Mesa Trail;en;513;Bedford-Jones| H.;513;Western Stories;
35140;The Blind Mother- and The Last Confession;en;514;Caine| Sir Hall;514;Literary;
35146;The Solitary Farm;en;515;Hume| Fergus;515;Detective and Mystery;
35186;A Round Dozen;en;1683;Merrill, Frank T.;1138;Fantasy ;LCSH
35203;In the Van- The Builders;en;516;Price-Brown| John;516;Literary;
35205;Who?;en;517;Kent| Elizabeth;517;Detective and Mystery;
35214;The Guerilla Chief- and Other Tales;en;518;Reid| Mayne;518;Literary;
35217;The Oyster;en;519;Peer|;519;Literary;
35233;The Streets of Ascalon - Episodes in the Unfinished Career of Richard Quarren- Esqre.;en;520;Chambers| Robert W.;520;Literary;
35254;In the Onyx Lobby;en;521;Wells| Carolyn;521;Detective and Mystery;
35265;A Search For A Secret: A Novel. Vol. 2;en;39;Henty, G. A. (George Alfred);85;Detective and mystery ;LCSH
35266;A Search For A Secret: A Novel. Vol. 3;en;39;Henty, G. A. (George Alfred);85;Detective and mystery ;LCSH
35294;A Wife's Duty: A Tale;en;522;Opie| Amelia;522;Literary;
35296;Sir Brook Fossbrooke- Volume I.;en;523;Lever| Charles James;523;Literary;
35297;Sir Brook Fossbrooke- Volume II.;en;524;Lever| Charles James;524;Literary;
35304;The Last Stroke: A Detective Story;en;525;Lynch| Lawrence L.;525;Detective and Mystery;
35313;A Practical Novelist;en;526;Davidson| John;526;Literary;
35326;The Long Lane's Turning;en;527;Rives| Hallie Erminie;527;Literary;
35336;The Lady Evelyn: A Story of To-day;en;528;Pemberton| Max;528;Literary;
35358;A Song of a Single Note: A Love Story;en;529;Barr| Amelia E.;529;Love and Romance;
35361;The Wicked Marquis;en;530;Oppenheim| E. Phillips;530;Detective and Mystery;
35367;Mad: A Story of Dust and Ashes;en;531;Fenn| George Manville;531;Literary;
35368;Friends I Have Made;en;532;Fenn| George Manville;532;Literary;
35384;Mrs. Geoffrey;en;533;Duchess|;533;Literary;
35424;The Amethyst Box;en;534;Green| Anna Katharine;534;Detective and Mystery;
35428;A Charming Fellow- Volume I;en;535;Trollope| Frances Eleanor;535;Literary;
35429;A Charming Fellow- Volume II;en;536;Trollope| Frances Eleanor;536;Literary;
35430;A Charming Fellow- Volume III;en;537;Trollope| Frances Eleanor;537;Literary;
35441;The Dodd Family Abroad- Vol. I;en;538;Lever| Charles James;538;Literary;
35442;The Dodd Family Abroad- Vol. II;en;539;Lever| Charles James;539;Literary;
35443;Lost Lenore: The Adventures of a Rolling Stone;en;540;Reid| Mayne;540;Sea and Adventure;
35462;Sharing Her Crime: A Novel;en;541;Fleming| May Agnes;541;Detective and Mystery;
